product_name,start_range,end_range
Ancient Greek Hoplite Shield Fragment,6120,10880
Notable Tiffany Sterling Flatware Set,6080,17140
Grand Loetz Iridescent Art Glass Vase Federal Period,810,1130
Antique Wilt Chamberlain Jersey,11910,34190
Select Drafting Instrument Set Cased c.1910 Excellent Condition,5100,11580
Vintage Ray-Ban Aviators Post-War,15980,35000
Museum Quality Apothecary Scale Marble Base c.1820,540,1780
Monumental Japan Cherry Blossom Issue c.1800,15480,35710
Charcoal Cityscape Drawing,47600,122340
Museum Quality Art Deco Wristwatch,49660,120000
Provenance Antique Tennis Racket Regency Period,5930,12000
Post-Impressionist Cityscape,66440,150000
Select Civil War Battlefield Map c.1920,5930,19480
Historic Fairy Lamp Clarke's Patent c.1900,7540,13970
Magnificent Chanel Tweed Jacket Vintage Arts & Crafts Era Excellent Condition,2250,4460
Historic Nintendo Entertainment System Boxed,8170,25740
Original Christofle Silver Tureen Excellent Condition,5360,10630
Vintage Pie Safe Punched Tin Modernist Period Excellent Condition,620,2070
Attributed Cappiello Campari Poster c.1950 From Private Collection,3780,8290
Victorian Cast Iron Gate,4880,15000
Edwardian Silver Card Case,5000,10980
Grand Boer War Medal Group Unrestored,4080,6770
Notable Penny Black 1840 c.1780,150,490
Signed Silver Mounted Cut Glass Claret Jug Art Nouveau Period,700,1580
Choice Bottega Veneta Clutch Belle Epoque,1370,2760
Scarce Berlin Woolwork Needlepoint Regency Period Excellent Condition,12100,23860
Select African Bronze Benin Head With Provenance,16650,38200
Superb Gilt Bronze Candelabra Pair c.1860,3350,8740
Copper Ale Jug Georgian Unrestored,2550,4100
Japanese Samurai Sword Katana Empire Period,29040,60000
Magnificent JBL Paragon Speaker System,4640,8630
Signed Versace Medusa Evening Gown c.1840,1060,3580
Original Steinway Model B Grand Piano With Provenance,14500,44160
Frederick Carder Steuben Aurene,4260,14100
Toulouse-Lautrec Moulin Rouge Poster Arts & Crafts Era,770,1470
Fine Yamazaki 18 Year Japanese Whisky c.1800,4360,8790
Ornate Hennessy Paradis Imperial Arts & Crafts Era As Found,6140,9700
Fine Victorian Porch Brackets Pair Regency Period,2670,4260
Delicate Meccano Construction Set Vintage,2550,4810
Arts Crafts Pewter Vase Arts & Crafts Era Good Condition,8290,20000
Exquisite Vintage Ray-Ban Aviators Art Nouveau Period With Provenance,10190,33370
Fine Ship Figurehead Carved Belle Epoque,2280,6610
Original Hall Tree Coat Stand,9270,15530
Restored Antique Darts Board Early 20th Century,2640,4070
Lyrical Abstraction Canvas c.1880 With Certificate,15110,43050
Provincial Watercolor Mountain View Art Deco Period Recently Conserved,28170,51010
Chinese Cloisonne Vase,6630,23180
Rare Emilio Pucci Palazzo Pants,14820,35000
Copper Ale Jug Georgian Museum Deaccessioned,2050,6460
Monumental Hasselblad 500C Camera,14040,23080
Grand Sevres Porcelain Clock Garniture Post-War With Certificate,7450,18310
Grand Mdina Glass Paperweight,6510,22140
Lalique Crystal Bacchantes Vase,11860,25000
Certified Alabaster Torso Unrestored,32730,80000
Early Grain Painted Blanket Chest c.1800 Good Condition,4660,12360
Vintage Pucci Silk Dress,8880,22800
Historic Native American Kachina Doll c.1820 Unrestored,5760,16440
Scarce Pele Signed Brazil Shirt,21770,50000
Vintage Venini Glass Pendant Light Unrestored,6130,18630
Northwest Coast Totem Pole Model,17000,40000
Oversized Lucie Rie Stoneware Bowl c.1930,1700,4570
Superb Cartier Silk Scarf c.1930 Excellent Condition,7570,20970
Chinese Cloisonne Vase c.1800 As Found,15620,41970
Superb Korean War Dog Tags c.1910,130,440
Original Cartier Tank,50430,97730
Gouache Street Scene,45280,119010
Steuben Crystal Eagle,11200,25000
Restored Japanese Lacquer Writing Box c.1970,11850,18290
Period Hooked Rug Floral Design c.1950 Excellent Condition,2830,3960
Documented Blenko Hand Blown Decanter c.1930,8920,25000
Magnificent Federal Period Console 18th Century,7180,16480
Matched Declaration of Independence Broadside Excellent Condition,21620,50000
Grand Level Spirit Brass Surveyor,3270,10030
Hermes Kelly Bag c.1820,14710,24740
Miniature Chopard Diamond Earrings,5050,13850
Fine Louis Vuitton Trunk Antique,11480,35000
Japanese Ukiyo-e Woodblock Print Early 20th Century,3120,4390
Revenue Stamp Collection c.1920,11040,33480
Colonial Wax Fruit Under Glass Dome,9020,25000
Restored Woodstock Festival Poster c.1820 Recently Conserved,4000,5790
Distinguished Brass Telescope Victorian,1060,2340
Thai Bronze Buddha Seated Post-War With Certificate,1480,2410
Authentic Hank Aaron Home Run Ball c.1940 Estate Fresh,6290,13000
Steering Wheel Nardi Wood Regency Period,1220,2740
Certified Alphonse Mucha Art Nouveau Print 18th Century,4100,7840
Magnificent Revolutionary War Musket c.1880,900,2130
Scarce Christian Dior Bar Suit With Provenance,1970,5580
Aneroid Barometer Victorian c.1960 Estate Fresh,6840,16170
Documented Dorothea Lange Migrant Mother Print,12260,30000
1952 Topps Mickey Mantle Card,19030,50000
Colonial Currier & Ives Lithograph c.1800 Excellent Condition,3500,9660
Teddy Ruxpin Working Art Deco Period With Provenance,3890,10930
Monumental Vintage Ferragamo Pumps With Certificate,4430,13680
Premier Fanlight Transom Window c.1970,7320,15000
Scarce Accordion Hohner Gola,17790,23210
Val Saint Lambert Vase,6510,8670
Oversized Boucheron Gold Cuff Mid-Century Recently Conserved,3020,5810
Michael Jordan Game Jersey Recently Conserved,4240,6380
Miniature AA Badge Chrome Collection Belle Epoque Recently Conserved,2030,3600
Scarce Finial Cast Iron Roof c.1800 As Found,4650,8380
Continental Signed Einstein Letter Georgian Period,3100,10670
Exquisite Berenice Abbott Manhattan Print,14660,30000
Cold War Era Spy Camera c.1900 With Provenance,2390,7530
Notable Persian Miniature Manuscript Page,22720,30000
Early Chinese Scholar's Rock c.1900,8980,22000
Soumak Flatweave Bag Late Victorian,5740,9530
Monumental Archery Bow Yew Longbow Edwardian Era Museum Deaccessioned,4260,7400
Certified Annie Leibovitz Portrait c.1920,570,1710
Colonial Revenue Stamp Collection c.1900,20740,45170
Certified Haida Argillite Carving Belle Epoque,6850,23350
Pristine Art Deco Silver Cocktail Shaker Early 20th Century,1920,5720
Terra Cotta Garden Planter Large c.1880,2000,6920
Rare Barograph Recording Aneroid,240,460
Vintage Croquet Set Complete,800,2360
Provincial Gretsch White Falcon Guitar c.1800,13250,28100
Delicate Chess Set Staunton Weighted c.1860,3560,10820
Yamazaki 18 Year Japanese Whisky,5980,16150
Original African Tribal Mask Dogon c.1920 Excellent Condition,11030,19840
Chinese Cash Coin Collection Arts & Crafts Era,24340,66510
Scarce Sepik River Ancestor Figure Belle Epoque,9530,21130
Hard Edge Abstraction c.1780,67120,111550
Monumental Silk Route Trade Map Reproduction With Provenance,3600,7460
Late Ptolemy Atlas Page,4140,12000
Persian Miniature Manuscript Page Unrestored,14600,29240
Ornate Waterford Crystal Decanter Set Mid-Century,11560,20420
Notable Antique Sapphire Earrings,14530,27480
Documented Chinese Scroll Painting Landscape Regency Period With Provenance,7080,15190
Outstanding Falconry Hood Leather Antique Arts & Crafts Era,4170,10580
Pristine Alfa Romeo Enamel Badge,1160,3440
Exhibited Magnifying Glass Sterling Handle c.1780,3440,5950
Ornate Porcupine Quill Box Empire Period,10860,17140
Exhibited Victorian Garden Bench Iron,2550,5120
Exhibited Fijian War Club Carved,3020,4700
Unique Billiard Cue Antique Inlaid,5760,12000
Exhibited Finial Cast Iron Roof,3000,6560
Pristine Silver Mounted Cut Glass Claret Jug Belle Epoque As Found,3740,5340
Distinguished Rolling Ball Clock Brass c.1920 Excellent Condition,6080,17550
Grand Moorcroft Pomegranate Vase Modernist Period With Certificate,18650,40000
Distinguished Autoharp Oscar Schmidt Antique Late Victorian,16510,53810
Matched Mexican Sterling Serving Tray Regency Period,7570,12540
Provincial Marantz 2270 Receiver c.1800 Museum Deaccessioned,3500,12120
Alphonse Mucha Art Nouveau Print Post-War,3840,5120
Unique Roman Legionary Helmet Replica Post-War,430,940
Magnificent Ship Figurehead Carved c.1950,7400,17150
Delicate Art Nouveau Bronze Table Lamp Federal Period Recently Conserved,8160,16380
Provincial 1794 Flowing Hair Dollar Federal Period,46770,100000
Original Sony Walkman TPS-L2 Original c.1910,11320,25240
Restored Zenith El Primero,17900,42000
Oversized Alphonse Mucha Art Nouveau Print,940,1240
Distinguished 1913 Liberty Head Nickel c.1900,5310,10310
Colonial Qashqai Tribal Bag Museum Deaccessioned,14440,27410
Delicate Whale Oil Lamp Antique c.1780,10000,20000
Choice Zeppelin Mail Cover,12210,29520
Late Bakelite Telephone Rotary,10420,30000
Sri Lankan Ivory Casket Empire Period,29480,58130
Japanese Woodblock Print Hokusai c.1940,24860,50890
Topaz Chandelier Earrings,14530,19120
Choice Hunting Horn Silver Mounted c.1920,750,2120
Moog Minimoog Synthesizer c.1880,25010,39590
Mobil Pegasus Neon Sign c.1970 Excellent Condition,1650,5000
Papua New Guinea Spirit Mask Art Nouveau Period,12450,40000
Provincial Venini Glass Pendant Light,4250,9300
Published Edwardian Silver Card Case c.1800,2000,4220
Ornate Tachisme Drip Painting,41600,91510
Matched Barograph Recording Aneroid Early 20th Century,1750,3280
Museum Quality Beatles Concert Poster Original Post-War,1200,2340
Hard Edge Abstraction Estate Fresh,26940,76930
1990 Screaming Eagle Cabernet c.1860 Estate Fresh,3690,6200
Vintage Yquem Sauternes 1967 18th Century,180,480
Vintage Medieval English Groat c.1800,33660,90330
Monumental Marine Chronometer Boxed,8580,18000
Monumental Apothecary Scale Marble Base Regency Period,3170,6180
Remarkable Curta Calculator Type II Post-War,13100,21350
Pristine Korean Celadon Bowl,26680,40900
Matched Banjo Clock American Federal Modernist Period,1340,2990
Early Emily Dickinson Manuscript,10380,21470
Notable Cuckoo Clock Black Forest Post-War,6080,12830
Early Vintage Bulgari Necklace Unrestored,3040,10430
Exceptional 1945 Mouton Rothschild,1510,4310
Certified Hank Aaron Home Run Ball As Found,14960,22270
Published Glass Blown Sculpture With Certificate,1570,2160
Hall Tree Coat Stand c.1880,3380,7790
Found Object Assemblage c.1860,32740,75550
Published Sultanabad Mahal Carpet Modernist Period,10270,21680
Historic Silver Gilt Wine Cooler c.1780,9700,18000
Documented Whale Oil Lamp Antique Empire Period,9380,20000
Atari Jaguar Console Sealed c.1910,370,640
France Ceres Issue,17710,32790
Outstanding Derek Jeter Game Bat,7600,17250
Magnificent Tiger Woods Tournament Putter Belle Epoque,13820,38070
Provincial Northwest Coast Totem Pole Model c.1910,1190,1670
Bakhtiari Garden Design Rug,13270,30000
Moonstone Cocktail Ring c.1860 With Certificate,37480,75000
Revolutionary War Musket Post-War,5910,11740
Trade Dollar Proof c.1960 With Provenance,44860,89250
Bronze Figurine c.1820,1580,2770
Japanese Meiji Bronze Vase,15160,28220
Original Samurai Armor Partial Set c.1840 Unrestored,6100,19070
Japan Cherry Blossom Issue,4750,16500
Premier Chinese Tang Dynasty Mirror Museum Deaccessioned,26260,36100
Select Garry Winogrand Airport Print c.1860,8210,13260
Terra Cotta Garden Planter Large c.1780 With Provenance,2170,3060
Antique Aviation Chart WWII Pacific Federal Period,3730,9750
Ornate Mid-Century Arco Floor Lamp c.1930,2930,4330
Corbel Carved Wood Victorian,4780,8590
Provenance Spanish American War Poster,4590,9040
Scarce Painted Fireboard Scene,5040,10020
Henri Cartier-Bresson Gelatin Print,12220,18560
Matched Currier & Ives Lithograph Edwardian Era With Provenance,1200,4120
Daum Nancy Pate de Verre Early 20th Century Recently Conserved,240,790
Lalique Crystal Bacchantes Vase Recently Conserved,7660,11610
Unique Vietnam War Flight Helmet,8150,20000
Superb Art Deco Mantel Clock,5990,14250
Miniature Plaster Maquette Regency Period,23760,31320
Documented Khmer Sandstone Apsara Relief,7560,11470
Certified Antique Tennis Racket c.1950,4220,9320
Matched Jaguar Leaper Hood Ornament c.1970 Recently Conserved,2160,3980
Premier Lee Friedlander Street Print Regency Period,5460,14980
Remarkable Cast Iron Garden Sculpture 18th Century,8460,22480
Important Louis Vuitton Trunk Antique Good Condition,6060,15030
Miniature Antique Wrought Iron Chandelier,2670,8860
Grand Walking Liberty Half Dollar Arts & Crafts Era With Provenance,21540,32490
Vintage Buffet R13 Clarinet,12080,17410
Late Oil on Canvas Landscape Art Deco Period,39150,118240
Sundial Pocket Brass 18th Century With Certificate,5720,15000
Restored Topaz Chandelier Earrings,23190,75000
Ornate Dulcimer Appalachian Mountain c.1950,11830,39550
Magnificent Limoges Enamel Box Collection c.1930,2120,3240
Exquisite Gutenberg Bible Leaf,24930,39570
Ornate A. Lange & Sohne Saxonia Museum Deaccessioned,3430,8140
Hawaiian Missionaries Stamp c.1970,7320,16180
Whitefriars Tangerine Vase c.1780 From Private Collection,9610,25000
Alphonse Mucha Art Nouveau Print c.1910 With Provenance,770,2350
Exceptional Kobe Bryant Rookie Card,5360,17040
Unmatched Cast Iron Garden Sculpture,24180,78260
Monumental Blaeu Wall Map Edwardian Era Museum Deaccessioned,3320,7990
Industrial Factory Pendant c.1900 Estate Fresh,5110,8920
Abstract Expressionist Work c.1860,43580,89450
Pristine Valentino Couture Cape,15450,35000
Early Moog Minimoog Synthesizer 18th Century,17550,54240
Antique Kerosene Lamp Cranberry Glass,9780,13440
Exquisite Level Spirit Brass Surveyor,6580,10570
Miniature Beatles Concert Poster Original Georgian Period,1090,3740
Early Joe DiMaggio Bat Game Used Georgian Period,16770,50000
Select Oscar Wilde Signed Letter,1140,2890
Scarce Meccano Construction Set Vintage c.1900,2680,8160
Period Vintage License Plate Collection Post-War,2480,5000
Pewter Miniature Set Post-War,37950,70520
Premier Maxfield Parrish Print Framed c.1860 With Certificate,5950,10820
Antique Orrefors Crystal Vase Signed Georgian Period,7220,25000
Korean War Dog Tags,3900,12670
A. Lange & Sohne Saxonia Empire Period With Provenance,23610,52830
Fine Cappiello Campari Poster From Private Collection,3510,7300
Grand Art Nouveau Opal Pendant As Found,27820,75000
Chinoiserie Lacquer Screen c.1880,7670,25000
Period Webb Cameo Glass Vase Belle Epoque,8120,21310
Original A. Lange & Sohne Saxonia With Certificate,8500,24920
Late Architectural Salvage Column Pair,2720,4920
Rare Yves Saint Laurent Le Smoking Jacket Belle Epoque,3470,7650
Scarce Tachisme Drip Painting c.1910,2670,8680
Fine 1913 Liberty Head Nickel c.1920,47720,64930
Unmatched Ptolemy Atlas Page Modernist Period Unrestored,3670,8890
Pristine Hublot Big Bang Arts & Crafts Era As Found,50130,103500
Notable Chanel Classic Flap Bag,5220,11470
Provenance Vietnamese Ceramic Bowl Modernist Period,16270,35870
Estate Georg Jensen Silver Pitcher Post-War,5790,19360
Outstanding Art Deco Chrome Floor Lamp Arts & Crafts Era From Private Collection,2500,5000
Art Exhibition Poster Picasso,3790,5460
Original Rolling Ball Clock Brass Regency Period Excellent Condition,1950,3950
Period Baluch Prayer Rug c.1920 Unrestored,12240,30000
Olympic Games Stamp Collection,1730,2730
Rare Archery Bow Yew Longbow,630,1030
Important A. Lange & Sohne Saxonia,45210,120000
Restored Multi-Strand Pearl Choker 19th Century As Found,22380,67970
Premier Bidjar Iron Rug c.1900,4200,6110
Certified Bakhtiari Garden Design Rug,13060,21090
Original Joe DiMaggio Bat Game Used,20490,33500
Provenance Japanese Samurai Sword Katana c.1820,5200,16740
Exquisite Indian Brass Temple Bell Arts & Crafts Era With Provenance,22850,56670
Unique Sega Genesis Console Boxed Arts & Crafts Era,7030,14460
Continental Indian Head Gold Eagle c.1920,19210,26630
Magnificent Antique Bible Leather Bound,100,260
Matched Stephen Shore Uncommon Places c.1840 Museum Deaccessioned,6010,14230
Unique Aston Martin Wings Badge,240,350
Miniature Tachisme Drip Painting,29150,78920
Rare Suzani Embroidered Textile Mid-Century,10410,20980
Authentic Aboriginal Dot Painting Canvas,14500,27150
Rare Magnifying Glass Sterling Handle 18th Century,3710,10940
Signed Theodolite Surveying Instrument c.1930,1300,2210
Exhibited Estate Survey Map Colonial c.1970,4060,11560
Period Marble Bust Arts & Crafts Era,27750,70510
Delicate Georgian Silver Tea Set,5870,13240
Notable Art Deco Silver Cocktail Shaker c.1840 Estate Fresh,7930,13660
